NWall SWall EWall OWall NPlayer SPlayer EPlayer OPlayer PlayerDistance Action QValue
False False False True False True False False 1 Right 50,69049
False False False True False True False False 1 Down 20,63429
False False False True False True False False 1 Left -38,36772
False False False True False True False False 2 Up 29,90521
False False False True False True False False 2 Right 43,02206
False False False True False True False False 2 Down 27,77439
False False False True False True False False 2 Left -49,51488
False False False True False True False True 0 Up 73,14495
False False False True False True False True 0 Right 69,31075
False False False True False True False True 0 Down 20,46559
False False False True False True False True 0 Left -50,69751
False False False True False True False True 1 Up 61,50746
False False False True False True False True 1 Right 71,67857
False False False True False True False True 1 Down 58,42397
False False False True False True False True 1 Left -40,8249
False False False True False True False True 2 Up 53,32405
False False False True False True False True 2 Right 56,00154
False False False True False True False True 2 Down 40,83331
False False False True False True False True 2 Left -51,17936
False False False True False True True False 0 Up 77,60087
False False False True False True True False 0 Right 38,90812
False False False True False True True False 0 Down 46,2113
False False False True False True True False 0 Left -38,72451
False False False True False True True False 1 Up 70,32384
False False False True False True True False 1 Right 42,57965
False False False True False True True False 1 Down 44,4239
False False False True False True True False 1 Left -46,13603
False False False True False True True False 2 Up 51,54104
False False False True False True True False 2 Right 38,40618
False False False True False True True False 2 Down 36,29259
False False False True False True True False 2 Left -56,57799
False False False True False True True True 0 Up 0
False False False True False True True True 0 Right 0
False False False True False True True True 0 Down 0
False False False True False True True True 0 Left 0
False False False True False True True True 1 Up 0
False False False True False True True True 1 Right 0
False False False True False True True True 1 Down 0
False False False True False True True True 1 Left 0
False False False True False True True True 2 Up 0
False False False True False True True True 2 Right 0
False False False True False True True True 2 Down 0
False False False True False True True True 2 Left 0
False False False True True False False False 0 Up 15,09025
False False False True True False False False 0 Right 34,03578
False False False True True False False False 0 Down 33,83553
False False False True True False False False 0 Left -61,54198
False False False True True False False False 1 Up 24,58896
False False False True True False False False 1 Right 56,4216
False False False True True False False False 1 Down 50,7726
False False False True True False False False 1 Left -27,54225
False False False True True False False False 2 Up 33,30997
False False False True True False False False 2 Right 39,98595
False False False True True False False False 2 Down 40,86573
False False False True True False False False 2 Left -44,45496
False False False True True False False True 0 Up 4,444106
False False False True True False False True 0 Right 86,54267
False False False True True False False True 0 Down 84,81629
False False False True True False False True 0 Left -34,69722
False False False True True False False True 1 Up 60,27152
False False False True True False False True 1 Right 85,11408
False False False True True False False True 1 Down 59,64838
False False False True True False False True 1 Left -30,99634
False False False True True False False True 2 Up 42,49419
False False False True True False False True 2 Right 64,65283
False False False True True False False True 2 Down 63,23858
False False False True True False False True 2 Left -47,3879
False False False True True False True False 0 Up 54,27724
False False False True True False True False 0 Right 35,35421
False False False True True False True False 0 Down 74,99606
False False False True True False True False 0 Left -34,06684
False False False True True False True False 1 Up 53,62561
False False False True True False True False 1 Right 56,19495
False False False True True False True False 1 Down 64,51227
False False False True True False True False 1 Left -39,12233
False False False True True False True False 2 Up 38,96791
False False False True True False True False 2 Right 41,13727
False False False True True False True False 2 Down 57,93847
False False False True True False True False 2 Left -57,49483
False False False True True False True True 0 Up 0
False False False True True False True True 0 Right 0
False False False True True False True True 0 Down 0
False False False True True False True True 0 Left 0
False False False True True False True True 1 Up 0
False False False True True False True True 1 Right 0
False False False True True False True True 1 Down 0
False False False True True False True True 1 Left 0
False False False True True False True True 2 Up 0
False False False True True False True True 2 Right 0
False False False True True False True True 2 Down 0
False False False True True False True True 2 Left 0
False False False True True True False False 0 Up 0
False False False True True True False False 0 Right 0
False False False True True True False False 0 Down 0
False False False True True True False False 0 Left 0
False False False True True True False False 1 Up 0
False False False True True True False False 1 Right 0
False False False True True True False False 1 Down 0
False False False True True True False False 1 Left 0
False False False True True True False False 2 Up 0
False False False True True True False False 2 Right 0
False False False True True True False False 2 Down 0
False False False True True True False False 2 Left 0
False False False True True True False True 0 Up 0
False False False True True True False True 0 Right 0
False False False True True True False True 0 Down 0
False False False True True True False True 0 Left 0
False False False True True True False True 1 Up 0
False False False True True True False True 1 Right 0
False False False True True True False True 1 Down 0
False False False True True True False True 1 Left 0
False False False True True True False True 2 Up 0
False False False True True True False True 2 Right 0
False False False True True True False True 2 Down 0
False False False True True True False True 2 Left 0
False False False True True True True False 0 Up 0
False False False True True True True False 0 Right 0
False False False True True True True False 0 Down 0
False False False True True True True False 0 Left 0
False False False True True True True False 1 Up 0
False False False True True True True False 1 Right 0
False False False True True True True False 1 Down 0
False False False True True True True False 1 Left 0
False False False True True True True False 2 Up 0
False False False True True True True False 2 Right 0
False False False True True True True False 2 Down 0
False False False True True True True False 2 Left 0
False False False True True True True True 0 Up 0
False False False True True True True True 0 Right 0
False False False True True True True True 0 Down 0
False False False True True True True True 0 Left 0
False False False True True True True True 1 Up 0
False False False True True True True True 1 Right 0
False False False True True True True True 1 Down 0
False False False True True True True True 1 Left 0
False False False True True True True True 2 Up 0
False False False True True True True True 2 Right 0
False False False True True True True True 2 Down 0
False False False True True True True True 2 Left 0
False False True False False False False False 0 Up 0
False False True False False False False False 0 Right 0
False False True False False False False False 0 Down 0
False False True False False False False False 0 Left 0
False False True False False False False False 1 Up 0
False False True False False False False False 1 Right 0
False False True False False False False False 1 Down 0
False False True False False False False False 1 Left 0
False False True False False False False False 2 Up 0
False False True False False False False False 2 Right 0
False False True False False False False False 2 Down 0
False False True False False False False False 2 Left 0
False False True False False False False True 0 Up 37,70526
False False True False False False False True 0 Right -66,48849
False False True False False False False True 0 Down 39,6672
False False True False False False False True 0 Left -31,87633
False False True False False False False True 1 Up 60,18686
False False True False False False False True 1 Right -45,92234
False False True False False False False True 1 Down 53,58535
False False True False False False False True 1 Left 28,78484
False False True False False False False True 2 Up 55,32544
False False True False False False False True 2 Right -47,27153
False False True False False False False True 2 Down 50,6123
False False True False False False False True 2 Left 49,25182
False False True False False False True False 0 Up 86,12717
False False True False False False True False 0 Right -28,68077
False False True False False False True False 0 Down 90,83401
False False True False False False True False 0 Left 107,1126
False False True False False False True False 1 Up 54,68342
False False True False False False True False 1 Right -55,05762
False False True False False False True False 1 Down 52,69763
False False True False False False True False 1 Left 73,7094
False False True False False False True False 2 Up 40,0106
False False True False False False True False 2 Right -36,57113
False False True False False False True False 2 Down 42,94986
False False True False False False True False 2 Left 42,14983
False False True False False False True True 0 Up 0
False False True False False False True True 0 Right 0
False False True False False False True True 0 Down 0
False False True False False False True True 0 Left 0
False False True False False False True True 1 Up 0
False False True False False False True True 1 Right 0
False False True False False False True True 1 Down 0
False False True False False False True True 1 Left 0
False False True False False False True True 2 Up 0
False False True False False False True True 2 Right 0
False False True False False False True True 2 Down 0
False False True False False False True True 2 Left 0
False False True False False True False False 0 Up 31,78298
False False True False False True False False 0 Right -52,72828
False False True False False True False False 0 Down -8,524553
False False True False False True False False 0 Left 32,57808
False False True False False True False False 1 Up 42,22385
False False True False False True False False 1 Right -38,57203
False False True False False True False False 1 Down 26,24679
False False True False False True False False 1 Left 20,44748
False False True False False True False False 2 Up 31,5547
False False True False False True False False 2 Right -46,92635
False False True False False True False False 2 Down 31,49722
False False True False False True False False 2 Left 41,68453
False False True False False True False True 0 Up 73,63573
False False True False False True False True 0 Right -38,30854
False False True False False True False True 0 Down 24,4724
False False True False False True False True 0 Left 5,841186
False False True False False True False True 1 Up 67,93414
False False True False False True False True 1 Right -38,90147
False False True False False True False True 1 Down 58,71347
False False True False False True False True 1 Left 49,5026
False False True False False True False True 2 Up 42,14392
False False True False False True False True 2 Right -57,08367
False False True False False True False True 2 Down 46,99184
False False True False False True False True 2 Left 38,98808
False False True False False True True False 0 Up 54,02597
False False True False False True True False 0 Right -39,65997
False False True False False True True False 0 Down -1,840048
False False True False False True True False 0 Left 48,01102
False False True False False True True False 1 Up 66,8074
False False True False False True True False 1 Right -43,45413
False False True False False True True False 1 Down 42,86853
False False True False False True True False 1 Left 51,06279
False False True False False True True False 2 Up 39,42374
False False True False False True True False 2 Right -52,74233
False False True False False True True False 2 Down 40,55212
False False True False False True True False 2 Left 55,31943
False False True False False True True True 0 Up 0
False False True False False True True True 0 Right 0
False False True False False True True True 0 Down 0
False False True False False True True True 0 Left 0
False False True False False True True True 1 Up 0
False False True False False True True True 1 Right 0
False False True False False True True True 1 Down 0
False False True False False True True True 1 Left 0
False False True False False True True True 2 Up 0
False False True False False True True True 2 Right 0
False False True False False True True True 2 Down 0
False False True False False True True True 2 Left 0
False False True False True False False False 0 Up 4,636351
False False True False True False False False 0 Right -48,37344
False False True False True False False False 0 Down 34,04253
False False True False True False False False 0 Left 22,96416
False False True False True False False False 1 Up 29,0564
False False True False True False False False 1 Right -35,70663
False False True False True False False False 1 Down 50,26732
False False True False True False False False 1 Left 51,6018
False False True False True False False False 2 Up 32,51312
False False True False True False False False 2 Right -46,79592
False False True False True False False False 2 Down 39,7286
False False True False True False False False 2 Left 38,5285
False False True False True False False True 0 Up 7,828658
False False True False True False False True 0 Right -30,65182
False False True False True False False True 0 Down 84,56462
False False True False True False False True 0 Left 44,43865
False False True False True False False True 1 Up 55,75714
False False True False True False False True 1 Right -45,95578
False False True False True False False True 1 Down 67,36496
False False True False True False False True 1 Left 55,2416
False False True False True False False True 2 Up 46,17713
False False True False True False False True 2 Right -56,48123
False False True False True False False True 2 Down 60,66705
False False True False True False False True 2 Left 36,80395
False False True False True False True False 0 Up -19,0215
False False True False True False True False 0 Right -33,25892
False False True False True False True False 0 Down 75,88364
False False True False True False True False 0 Left 57,44489
False False True False True False True False 1 Up 51,3278
False False True False True False True False 1 Right -32,71425
False False True False True False True False 1 Down 71,28785
False False True False True False True False 1 Left 70,35388
False False True False True False True False 2 Up 43,76892
False False True False True False True False 2 Right -45,87083
False False True False True False True False 2 Down 45,3816
False False True False True False True False 2 Left 55,18867
False False True False True False True True 0 Up 0
False False True False True False True True 0 Right 0
False False True False True False True True 0 Down 0
False False True False True False True True 0 Left 0
False False True False True False True True 1 Up 0
False False True False True False True True 1 Right 0
False False True False True False True True 1 Down 0
False False True False True False True True 1 Left 0
False False True False True False True True 2 Up 0
False False True False True False True True 2 Right 0
False False True False True False True True 2 Down 0
False False True False True False True True 2 Left 0
False False True False True True False False 0 Up 0
False False True False True True False False 0 Right 0
False False True False True True False False 0 Down 0
False False True False True True False False 0 Left 0
False False True False True True False False 1 Up 0
False False True False True True False False 1 Right 0
False False True False True True False False 1 Down 0
False False True False True True False False 1 Left 0
False False True False True True False False 2 Up 0
False False True False True True False False 2 Right 0
False False True False True True False False 2 Down 0
False False True False True True False False 2 Left 0
False False True False True True False True 0 Up 0
False False True False True True False True 0 Right 0
False False True False True True False True 0 Down 0
False False True False True True False True 0 Left 0
False False True False True True False True 1 Up 0
False False True False True True False True 1 Right 0
False False True False True True False True 1 Down 0
False False True False True True False True 1 Left 0
False False True False True True False True 2 Up 0
False False True False True True False True 2 Right 0
False False True False True True False True 2 Down 0
False False True False True True False True 2 Left 0
False False True False True True True False 0 Up 0
False False True False True True True False 0 Right 0
False False True False True True True False 0 Down 0
False False True False True True True False 0 Left 0
False False True False True True True False 1 Up 0
False False True False True True True False 1 Right 0
False False True False True True True False 1 Down 0
False False True False True True True False 1 Left 0
False False True False True True True False 2 Up 0
False False True False True True True False 2 Right 0
False False True False True True True False 2 Down 0
False False True False True True True False 2 Left 0
False False True False True True True True 0 Up 0
False False True False True True True True 0 Right 0
False False True False True True True True 0 Down 0
False False True False True True True True 0 Left 0
False False True False True True True True 1 Up 0
False False True False True True True True 1 Right 0
False False True False True True True True 1 Down 0
False False True False True True True True 1 Left 0
False False True False True True True True 2 Up 0
False False True False True True True True 2 Right 0
False False True False True True True True 2 Down 0
False False True False True True True True 2 Left 0
False False True True False False False False 0 Up 0
False False True True False False False False 0 Right 0
False False True True False False False False 0 Down 0
False False True True False False False False 0 Left 0
False False True True False False False False 1 Up 0
False False True True False False False False 1 Right 0
False False True True False False False False 1 Down 0
False False True True False False False False 1 Left 0
False False True True False False False False 2 Up 0
False False True True False False False False 2 Right 0
False False True True False False False False 2 Down 0
False False True True False False False False 2 Left 0
False False True True False False False True 0 Up 58,81524
False False True True False False False True 0 Right -38,75996
False False True True False False False True 0 Down 89,3398
False False True True False False False True 0 Left -24,72539
False False True True False False False True 1 Up 57,80979
False False True True False False False True 1 Right -53,77608
False False True True False False False True 1 Down 65,18981
False False True True False False False True 1 Left -44,45388
False False True True False False False True 2 Up 45,73756
False False True True False False False True 2 Right -55,44334
False False True True False False False True 2 Down 53,54709
False False True True False False False True 2 Left -41,00825
False False True True False False True False 0 Up 81,52365
False False True True False False True False 0 Right -21,19811
False False True True False False True False 0 Down 87,3844
False False True True False False True False 0 Left -33,5778
False False True True False False True False 1 Up 63,12888
False False True True False False True False 1 Right -52,42338
False False True True False False True False 1 Down 71,68774
False False True True False False True False 1 Left -49,69548
False False True True False False True False 2 Up 58,62129
False False True True False False True False 2 Right -42,21624
False False True True False False True False 2 Down 50,81418
False False True True False False True False 2 Left -35,23672
False False True True False False True True 0 Up 0
False False True True False False True True 0 Right 0
False False True True False False True True 0 Down 0
False False True True False False True True 0 Left 0
False False True True False False True True 1 Up 0
False False True True False False True True 1 Right 0
False False True True False False True True 1 Down 0
False False True True False False True True 1 Left 0
False False True True False False True True 2 Up 0
False False True True False False True True 2 Right 0
False False True True False False True True 2 Down 0
False False True True False False True True 2 Left 0
False False True True False True False False 0 Up 33,83346
False False True True False True False False 0 Right -76,16013
False False True True False True False False 0 Down -5,98456
False False True True False True False False 0 Left -59,00767
False False True True False True False False 1 Up 48,10417
False False True True False True False False 1 Right -37,42064
False False True True False True False False 1 Down 28,42742
False False True True False True False False 1 Left -53,88364
False False True True False True False False 2 Up 31,7391
False False True True False True False False 2 Right -45,41425
False False True True False True False False 2 Down 29,29298
False False True True False True False False 2 Left -50,08051
False False True True False True False True 0 Up 94,3188
False False True True False True False True 0 Right -75,67841
False False True True False True False True 0 Down 6,361936
False False True True False True False True 0 Left -30,45389
False False True True False True False True 1 Up 72,34143
False False True True False True False True 1 Right -42,98492
False False True True False True False True 1 Down 59,84199
False False True True False True False True 1 Left -43,3102
False False True True False True False True 2 Up 34,60973
False False True True False True False True 2 Right -53,88202
False False True True False True False True 2 Down 35,39319
False False True True False True False True 2 Left -50,50152
False False True True False True True False 0 Up 61,71945
False False True True False True True False 0 Right -36,64974
False False True True False True True False 0 Down 16,74342
False False True True False True True False 0 Left -24,39775
False False True True False True True False 1 Up 61,24578
False False True True False True True False 1 Right -36,74475
False False True True False True True False 1 Down 50,43648
False False True True False True True False 1 Left -51,06065
False False True True False True True False 2 Up 37,53589
False False True True False True True False 2 Right -50,66896
False False True True False True True False 2 Down 37,56887
False False True True False True True False 2 Left -64,36707
False False True True False True True True 0 Up 0
False False True True False True True True 0 Right 0
False False True True False True True True 0 Down 0
False False True True False True True True 0 Left 0
False False True True False True True True 1 Up 0
False False True True False True True True 1 Right 0
False False True True False True True True 1 Down 0
False False True True False True True True 1 Left 0
False False True True False True True True 2 Up 0
False False True True False True True True 2 Right 0
False False True True False True True True 2 Down 0
False False True True False True True True 2 Left 0
False False True True True False False False 0 Up 1,374648
False False True True True False False False 0 Right -73,69946
False False True True True False False False 0 Down 32,79285
False False True True True False False False 0 Left -58,25793
False False True True True False False False 1 Up 31,0805
False False True True True False False False 1 Right -35,02202
False False True True True False False False 1 Down 69,62523
False False True True True False False False 1 Left -30,14258
False False True True True False False False 2 Up 37,65104
False False True True True False False False 2 Right -41,02636
False False True True True False False False 2 Down 38,14901
False False True True True False False False 2 Left -45,71986
False False True True True False False True 0 Up 0,7864866
False False True True True False False True 0 Right -65,56472
False False True True True False False True 0 Down 78,0179
False False True True True False False True 0 Left -50,07134
False False True True True False False True 1 Up 60,18883
False False True True True False False True 1 Right -38,39223
False False True True True False False True 1 Down 90,36558
False False True True True False False True 1 Left -29,07504
False False True True True False False True 2 Up 40,72196
False False True True True False False True 2 Right -57,01468
False False True True True False False True 2 Down 55,48235
False False True True True False False True 2 Left -50,46645
False False True True True False True False 0 Up 1,871199
False False True True True False True False 0 Right -38,8447
False False True True True False True False 0 Down 98,11449
False False True True True False True False 0 Left -45,53877
False False True True True False True False 1 Up 47,31431
False False True True True False True False 1 Right -28,38902
False False True True True False True False 1 Down 73,86015
False False True True True False True False 1 Left -37,45095
False False True True True False True False 2 Up 40,07961
False False True True True False True False 2 Right -46,18132
False False True True True False True False 2 Down 49,95206
False False True True True False True False 2 Left -50,70113
False False True True True False True True 0 Up 0
False False True True True False True True 0 Right 0
False False True True True False True True 0 Down 0
False False True True True False True True 0 Left 0
False False True True True False True True 1 Up 0
False False True True True False True True 1 Right 0
False False True True True False True True 1 Down 0
False False True True True False True True 1 Left 0
False False True True True False True True 2 Up 0
False False True True True False True True 2 Right 0
False False True True True False True True 2 Down 0
False False True True True False True True 2 Left 0
False False True True True True False False 0 Up 0
False False True True True True False False 0 Right 0
False False True True True True False False 0 Down 0
False False True True True True False False 0 Left 0
False False True True True True False False 1 Up 0
False False True True True True False False 1 Right 0
False False True True True True False False 1 Down 0
False False True True True True False False 1 Left 0
False False True True True True False False 2 Up 0
False False True True True True False False 2 Right 0
False False True True True True False False 2 Down 0
False False True True True True False False 2 Left 0
False False True True True True False True 0 Up 0
False False True True True True False True 0 Right 0
False False True True True True False True 0 Down 0
False False True True True True False True 0 Left 0
False False True True True True False True 1 Up 0
False False True True True True False True 1 Right 0
False False True True True True False True 1 Down 0
False False True True True True False True 1 Left 0
False False True True True True False True 2 Up 0
False False True True True True False True 2 Right 0
False False True True True True False True 2 Down 0
False False True True True True False True 2 Left 0
False False True True True True True False 0 Up 0
False False True True True True True False 0 Right 0
False False True True True True True False 0 Down 0
False False True True True True True False 0 Left 0
False False True True True True True False 1 Up 0
False False True True True True True False 1 Right 0
False False True True True True True False 1 Down 0
False False True True True True True False 1 Left 0
False False True True True True True False 2 Up 0
False False True True True True True False 2 Right 0
False False True True True True True False 2 Down 0
False False True True True True True False 2 Left 0
False False True True True True True True 0 Up 0
False False True True True True True True 0 Right 0
False False True True True True True True 0 Down 0
False False True True True True True True 0 Left 0
False False True True True True True True 1 Up 0
False False True True True True True True 1 Right 0
False False True True True True True True 1 Down 0
False False True True True True True True 1 Left 0
False False True True True True True True 2 Up 0
False False True True True True True True 2 Right 0
False False True True True True True True 2 Down 0
False False True True True True True True 2 Left 0
False True False False False False False False 0 Up 0
False True False False False False False False 0 Right 0
False True False False False False False False 0 Down 0
False True False False False False False False 0 Left 0
False True False False False False False False 1 Up 0
False True False False False False False False 1 Right 0
False True False False False False False False 1 Down 0
False True False False False False False False 1 Left 0
False True False False False False False False 2 Up 0
False True False False False False False False 2 Right 0
False True False False False False False False 2 Down 0
False True False False False False False False 2 Left 0
False True False False False False False True 0 Up 33,42726
False True False False False False False True 0 Right 32,86368
False True False False False False False True 0 Down -75,85056
False True False False False False False True 0 Left 32,37864
False True False False False False False True 1 Up 58,85368
False True False False False False False True 1 Right 62,05915
False True False False False False False True 1 Down -42,15077
False True False False False False False True 1 Left 39,32457
False True False False False False False True 2 Up 54,81383
False True False False False False False True 2 Right 70,28699
False True False False False False False True 2 Down -44,55003
False True False False False False False True 2 Left 50,72181
False True False False False False True False 0 Up 34,07516
False True False False False False True False 0 Right 0,771928
